year,state,county,fips,poptotal,pop16o,popu18,pop25o,pop324,pop60o,popnc,popnc18o,pophh,popinst,popogq,popmetro,malepop,femalepop,whitepop,blackpop,hisppop,aapipop,aianpop,multipop,otherpop,enroll,nohs,hsplus,bacc,grad,empop,unempop,cnoninst,hcnone,hcpub,hcpvt,earnmed,earnpc,incmed,incpc
2016,Indiana,Johnson County,18081,151846,118348,39053,99041,47491,30692,4120,3400,149519,1480,847,151846,72738,79108,136810,3535,5285,4805,703,708,434,33991,50832,67305,21467,12242,78880,1757,116021,11203,43511,97132,35000,45575.068398351614,35000,48121.231146300146
2016,Indiana,Lake County,18089,486221,381947,116308,326539,142576,105704,14133,12889,480055,3485,2681,486221,235562,250659,264110,114820,90935,6062,1628,8269,47298,106692,164683,245982,50193,25363,223502,13313,375781,31086,183662,271473,30000,42806.13525056478,32000,45064.34327127616
2016,Indiana,LaPorte County,18091,109647,87917,23952,75747,31147,24556,1629,1354,102230,7144,273,109647,57456,52191,87459,10378,7133,793,827,3057,3059,21083,33638,62369,9559,4081,48052,3470,80500,7007,44457,58183,29600,37492.26846554206,32000,41911.02231368351
2016,Indiana,Marion County,18097,939510,727874,234071,613746,285146,161025,63594,53664,924760,8824,5926,939510,450274,489236,527715,255850,95591,28871,936,28378,37408,216771,332878,405747,136989,63896,460786,29410,713782,82070,350736,506704,30000,41726.42494643507,31000,43946.0586319607
2016,Indiana,Monroe County,18105,145950,126482,22411,83157,59728,26111,7527,7527,130886,817,14247,145950,74347,71603,121976,3476,4944,10005,217,5048,1089,51437,28679,74659,27074,15538,74367,4131,111431,9551,41031,95368,20000,33120.65694080962,21000,35765.393006292106
2016,Indiana,Porter County,18127,167071,134025,37917,115181,46864,38530,3104,3104,163673,1368,2030,167071,82799,84272,139356,5885,16453,2182,395,2800,1565,37537,49108,86279,21053,10631,80451,3344,130730,9096,49797,108178,36900,51078.067105874885,40000,54238.953565637436
2016,Indiana,St. Joseph County,18141,269065,211350,64797,174324,83798,58384,8100,7830,256590,2488,9987,269065,129685,139380,196635,34935,23179,6606,1085,5833,9131,66931,93050,125846,31627,18542,119709,8442,198992,23694,93327,152044,29000,41852.049595482276,30000,44446.37277076353
2008,Iowa,Black Hawk County,19013,128334,102891,28995,79253,43505,21338,4270,3915,122313,1236,4785,128334,61222,67112,112325,10193,3311,1834,92,579,1310,34185,37897,69080,14410,6947,68755,3354,96870,12538,34249,81547,26119.08,34381.738051294866,27905.000000000004,36929.300655448846
2008,Iowa,Johnson County,19103,128220,103824,27567,75100,47811,16039,7431,6005,119097,1456,7667,128220,63728,64492,108808,5159,3819,7548,61,2825,900,39676,31407,55065,24750,16998,74537,1720,94701,10966,19611,97643,26788.800000000003,38353.92662279165,29021.2,41437.41629797457
2008,Iowa,Linn County,19113,208522,163164,52083,138601,61022,35260,2685,2237,202193,3497,2832,208522,102188,106334,187543,5964,5008,3967,469,3710,3514,49616,63641,103182,28773,12926,115090,3504,157085,16234,49997,142291,32369.800000000003,42388.944268081825,35271.920000000006,45962.999117711435
2008,Iowa,Scott County,19163,164720,127908,42646,104482,52620,27779,5880,5216,162552,1609,559,164720,80716,84004,134096,9626,9395,4964,269,5922,2671,37443,53926,77444,22600,10750,87106,3671,125740,19592,40149,104979,32593.04,42576.55295435376,33486,45859.39144315244
2012,Iowa,Black Hawk County,19013,131288,105611,28120,82134,44394,26250,3269,3037,125561,1115,4612,131288,63750,67538,109581,12631,5177,2442,0,1457,187,34801,38648,68310,16904,7426,63884,4685,99884,11833,37601,81854,30095.999999999996,33893.73005376871,31349.999999999996,36942.11798031281
2012,Iowa,Johnson County,19103,136300,112307,26875,81634,48969,19965,6918,6144,128157,2107,6036,136300,67808,68492,112252,6130,6891,7526,77,3424,220,40153,31769,56393,25779,22359,76535,2576,104183,10083,27012,99205,26647.5,45017.99769961463,31402.249999999996,47493.37912429855
2012,Iowa,Linn County,19113,214874,167875,51964,142637,65068,41393,2690,2420,210261,1781,2832,214874,104386,110488,190480,10038,5921,4047,137,3980,271,50029,61065,104248,32994,16567,112675,4923,163359,16482,58846,139546,35530,45344.35528074811,38665,49600.87200116892
2012,Iowa,Scott County,19163,168649,133292,41090,111016,50675,34418,2189,1491,165595,1452,1602,168649,84557,84092,138856,11444,10065,3871,10,4403,2670,36216,48943,80739,25267,13700,83845,7314,130326,14741,49094,104814,31349.999999999996,47104.70933141723,34714.899999999994,50454.209886731216
2016,Iowa,Black Hawk County,19013,132153,106921,27822,84103,43510,28907,5654,4570,127255,774,4124,132153,67023,65130,108423,11164,5669,4722,414,1761,1251,30920,38840,67121,18869,7323,71153,3703,102023,4860,45909,81384,28050,36639.70517346952,30000,39256.73304063473
2016,Iowa,Johnson County,19103,146357,119410,29513,85165,54765,21175,12638,10401,137420,1662,7275,146357,70649,75708,115932,10242,7927,9859,0,2397,3423,47356,34270,57788,31947,22352,80092,2669,110473,7028,32718,106611,31000,41974.44884686245,32200,44943.75688663959
2016,Iowa,Linn County,19113,220212,173334,52195,148730,60926,45711,4815,4597,216759,871,2582,220212,107776,112436,191343,11839,6904,5656,244,4226,567,45724,60749,101511,42068,15884,117297,3539,169881,5882,68828,145502,35000,45857.79951747218,38700,49195.03233714686
2016,Iowa,Scott County,19163,172387,135415,41393,115921,49989,36834,4623,3844,169150,1332,1905,172387,85044,87343,137269,14909,11274,5061,713,1650,2095,38318,52478,78968,23068,17873,84441,2692,132178,4787,66457,101143,32000,46252.234670901635,35000,50835.66247158257
2008,Kansas,Johnson County,20091,533881,409942,138580,349099,162275,82438,25518,22633,527972,4065,1844,533881,263305,270576,445393,18881,37377,21675,840,9205,10166,130238,158209,188104,127496,60072,304066,10874,405554,51837,88771,393273,42415.600000000006,57663.74974682977,44648,62553.54885020791
2008,Kansas,Wyandotte County,20209,154248,115077,44373,96143,50437,23438,15452,14368,152796,1452,0,154248,75197,79051,69554,40035,38276,3336,415,2632,8539,39540,70947,68792,9510,4999,69612,8216,113858,37960,44802,71486,27905.000000000004,33780.267574486534,29021.2,35755.73383937401
2012,Kansas,Johnson County,20091,559952,430403,144452,374422,164131,93076,22614,20450,554683,4221,1048,559952,273630,286322,454889,25748,41315,25196,1683,11121,5046,135635,163326,195465,132421,68740,294408,15977,425224,43264,107160,409528,41800,57137.49631538128,43367.5,61172.00132030403
2012,Kansas,Wyandotte County,20209,159010,118107,45327,98572,53598,25721,16335,15208,157853,971,186,159010,78380,80630,68331,40262,42890,4897,1038,1592,10421,39547,70783,70425,12054,5748,67884,11228,117072,33518,57805,67687,25080,31906.379869333086,27169.999999999996,34248.816304384716
2016,Kansas,Johnson County,20091,585150,457017,143921,394215,170532,113340,25462,23654,579685,4153,1312,585150,287445,297705,470509,25047,43794,28665,1159,15681,5187,135016,166849,193554,142391,82356,315017,11235,451709,29627,121628,433895,41000,58969.269924628374,45000,62648.93352641496
2016,Kansas,Wyandotte County,20209,163794,122276,46257,104254,51380,27308,22844,20560,162423,1242,129,163794,81118,82676,67877,37255,46349,5757,380,6028,19006,39483,73414,70835,14354,5191,76880,7114,121018,32129,61336,70329,25000,31629.115267229754,26000,33845.919523505334
2008,Kentucky,Fayette County,21067,282066,226297,63443,183494,86189,42266,16559,14559,272863,3996,5207,282066,138373,143693,213435,37456,15760,8755,270,5756,8376,67395,84118,121698,44742,31508,149714,8108,217094,33510,65402,183154,32369.800000000003,46354.28012489013,34267.340000000004,50252.93377277405
2008,Kentucky,Jefferson County,21111,714022,557143,174286,481506,203736,134209,23443,19452,700344,8578,5100,714022,342880,371142,522785,143501,23088,14116,957,8111,7558,161211,244245,327191,87108,55478,346466,25028,544560,73239,198791,441992,32369.800000000003,42505.952724220246,33486,46011.66630561617
2008,Kentucky,Kenton County,21117,157690,122593,40054,104821,44995,24581,1976,1976,155590,1135,965,157690,77571,80119,143262,6823,3085,1282,199,2639,716,34326,54042,74287,18552,10809,81256,3582,120493,15511,37176,105003,33486,46145.20515242636,35718.4,48982.441147353784
2012,Kentucky,Fayette County,21067,304763,246283,64204,196587,97340,50765,18593,17087,292608,5329,6826,304763,150526,154237,220744,45198,21360,10871,471,5406,6611,79645,86573,129767,54197,34226,159006,12144,234171,37106,69958,197699,27169.999999999996,44393.21124170202,29886.999999999996,46749.11401616732
2012,Kentucky,Jefferson County,21111,750342,597622,171703,512424,210372,148492,34616,26429,736080,7478,6784,750342,362709,387633,525308,156834,34677,18049,604,14067,4670,160199,238259,348995,100530,62558,353939,41824,583452,97889,242281,410172,29259.999999999996,40752.79611100924,31349.999999999996,43776.19907975414
2012,Kentucky,Kenton County,21117,161654,125131,40009,108273,45849,28995,2887,2461,159630,1394,630,161654,79660,81994,144309,6800,4621,1351,254,3437,3145,34210,51702,74580,24274,11098,77645,8929,123107,18227,44201,99226,31349.999999999996,40853.234991123376,34505.899999999994,43918.12620109268
2016,Kentucky,Fayette County,21067,318506,258020,66931,206893,100142,55518,18795,16777,305667,4763,8076,318506,155605,162901,227810,45428,22014,12362,1092,8593,7874,80403,89618,134707,54374,39807,169100,11238,245200,24191,104588,189727,29000,41651.2040933972,30000,45058.59610351847
2016,Kentucky,Jefferson County,21111,765801,614213,171473,529001,206643,165517,28762,24884,749673,8242,7886,765801,372580,393221,522495,162053,38833,21550,1526,18543,5022,161224,232326,355230,108399,69846,378164,23424,598121,32344,299318,434139,32200,46118.37902892537,35000,49469.48629132239
2016,Kentucky,Kenton County,21117,164979,129316,39961,110961,47733,32588,2828,2828,162746,1336,897,164979,80804,84175,146346,7979,5155,1892,168,3392,2003,37456,53075,75620,24859,11425,87587,2981,127083,7119,57931,99929,35500,44069.37115581753,37000,46045.767224073126
2008,Louisiana,Caddo Parish,22017,252798,197268,62886,167255,75921,47756,1319,1242,245199,5849,1750,252798,120056,132742,123489,118302,5369,2564,456,2535,1003,58472,93625,121273,26157,11743,112208,9982,189669,43151,92759,116888,26788.800000000003,39529.18092423044,29021.2,43033.41434337336
2008,Louisiana,Ouachita Parish,22073,150027,117897,36514,94447,48947,27038,1232,1149,145902,3803,322,150027,71522,78505,92189,51638,3117,2027,411,525,1632,36346,55776,69367,15194,9690,71949,4232,113818,28238,48175,73614,24556.4,39022.88673339331,25672.600000000002,42804.652202421385
2008,Louisiana,Terrebonne Parish,22109,108688,83836,28073,70975,32187,19368,1599,1351,107247,1372,69,108688,53196,55492,76447,22401,3211,460,3712,750,3654,25082,47019,51372,8407,1890,49649,1425,82395,16768,34767,57153,33486,47983.432027777264,36164.880000000005,50890.4728420159
2012,Louisiana,Caddo Parish,22017,257167,199549,63489,169451,75484,49635,3564,3424,251534,4537,1096,257167,122810,134357,121128,122839,6687,3234,529,2684,1995,59050,94241,119307,25970,17649,107781,10519,193916,41401,101782,113984,27169.999999999996,40811.561993173826,29259.999999999996,44169.71099189078
2012,Louisiana,Ouachita Parish,22073,155962,120164,39653,99212,49676,26941,1315,1035,146802,6960,2200,155962,75348,80614,91954,58484,3171,1542,209,558,652,34791,57446,74039,16901,7576,62547,6319,111010,43126,48134,64702,31349.999999999996,39803.56908231672,31349.999999999996,41746.76564463689
2012,Louisiana,Terrebonne Parish,22109,112209,86658,28135,72251,35265,20162,2663,2663,110491,1488,230,112209,56186,56023,76567,21301,4916,1259,4248,3918,329,24594,43871,56220,8552,3566,50009,3713,84974,21564,34654,55991,31349.999999999996,45091.24860390615,32394.999999999996,48756.51537396021
2016,Louisiana,Caddo Parish,22017,248492,195817,60620,166447,70124,55271,3589,3442,243966,3327,1199,248492,117793,130699,112200,122342,6923,3329,441,3033,2824,48829,85019,124576,23316,15581,105698,8331,191372,30736,115212,102544,25000,40779.5677024704,29100,45041.91117568523
2016,Louisiana,Ouachita Parish,22073,157181,121874,39994,101533,48402,32252,2267,1909,151013,3504,2664,157181,75108,82073,91758,58449,3492,1601,158,1723,0,37812,57871,76918,14613,7779,61649,5206,115982,18509,70436,68236,26000,37285.45710059172,30000,39436.69550295858
2016,Louisiana,Terrebonne Parish,22109,113298,87600,29144,73413,34369,22458,1833,1833,111803,1317,178,113298,56351,56947,75760,22671,5815,648,6574,1750,1108,26892,47772,55861,7230,2435,46523,3011,86105,17030,45521,50747,25000,44840.45254407961,30000,47479.30586214386
2008,Maine,Androscoggin County,23001,106900,83648,24760,73452,29845,19414,1321,819,101991,1000,3909,0,51995,54905,101816,1671,80,587,83,2663,0,23017,35644,58772,8229,4255,52290,5012,78739,11120,39759,56021,30137.4,35219.338965293035,31253.600000000002,39001.17771706187
2008,Maine,Kennebec County,23011,120920,98940,25489,86527,30689,25056,1003,863,117366,633,2921,0,58319,62601,114416,850,2266,572,398,2418,438,22838,34811,66361,13022,6726,61593,4067,95386,7376,46355,67189,30137.4,36308.20681914909,33486,39613.44140204649
2012,Maine,Androscoggin County,23001,107983,86702,23646,74344,29845,23408,2252,1764,104531,970,2482,107983,54393,53590,99043,1605,1729,630,233,4598,145,25368,31654,61062,10913,4354,54660,5157,83341,9643,37307,61033,30304.999999999996,34910.97349480569,33440,37901.99718598774
2012,Maine,Kennebec County,23011,122040,99826,25264,86333,33226,28812,711,711,118384,1317,2339,0,59270,62770,116372,294,1599,443,1035,2265,100,27114,33698,68139,12702,7501,52276,6269,96291,11232,53190,57618,28423.999999999996,34866.1499359017,31997.899999999998,38136.395699587105
2016,Maine,Androscoggin County,23001,107163,86005,23547,74420,29936,24408,1684,1289,104144,1041,1978,107163,51966,55197,97710,3656,1965,356,0,3365,111,21205,32830,58067,9757,6509,51233,2851,82989,7407,42134,57622,29100,33045.28003738447,30200,37549.19668385891
2016,Maine,Kennebec County,23011,120866,98727,24806,85798,31375,31745,1777,1719,116743,1488,2635,0,59078,61788,114675,936,1809,1490,288,1668,325,26543,33554,62624,14634,10054,54418,3926,94604,9462,46908,64496,28000,35512.57132567098,30810,38136.9046224672
2008,Maryland,Anne Arundel County,24003,512919,404334,121446,346169,146369,87331,17708,14435,495617,8734,8568,512919,254686,258233,385956,76319,20966,16171,787,11075,4152,106399,159626,214968,87431,50894,272516,11264,387032,40682,100142,372095,47996.600000000006,60419.68544466096,50232.348600000005,65393.41531761266
2008,Maryland,Baltimore County,24005,785680,633288,175197,534074,222665,157413,40735,35900,764646,6821,14213,785680,374226,411454,517200,191656,25416,34420,1430,13065,9941,174811,237945,354143,117850,75742,415340,20210,612254,70574,194770,520336,40183.200000000004,51887.17822192035,42415.600000000006,55517.207228947715
2008,Maryland,Carroll County,24013,169153,134511,39818,111881,51326,29877,1915,1915,162440,1905,4808,169153,83228,85925,154760,7690,2384,2593,0,1377,349,40679,50640,83423,23714,11376,90124,2105,127798,12179,32636,124338,40852.920000000006,51053.149694404325,42973.700000000004,54120.58758323926
2008,Maryland,Charles County,24017,140783,108004,37514,90789,44316,16588,2608,2429,139828,955,0,140783,68142,72641,71470,56202,4646,3381,1279,3805,315,35834,43834,70364,17948,8637,80258,3322,107049,9003,23571,108209,50229.00000000001,54934.17179392878,50251.324,58623.217298601034
2008,Maryland,Frederick County,24021,225562,176481,56389,147042,68675,33477,14250,12446,220379,1774,3409,225562,111301,114261,178227,18092,15113,8747,358,3987,4838,52838,70255,101564,34147,19596,124009,6581,171390,19666,45798,160098,44648,55087.61395331269,44648,58014.408112629804
2008,Maryland,Harford County,24025,240275,189270,59131,157560,75603,39724,5321,4075,238888,1387,0,240275,117677,122598,195834,30611,6060,5230,137,2020,1452,59363,74843,115861,31521,18050,132853,5846,187883,17726,49000,173549,44648,52886.15671249859,44648,56314.617058539035
2008,Maryland,Howard County,24027,274872,214412,68316,182961,80814,42660,18263,16202,272235,1042,1595,274872,135498,139374,173573,46289,14916,31200,653,7315,1941,64635,78722,82998,60422,52730,155256,5398,211775,15343,39165,220364,55810.00000000001,73025.90411481322,58154.020000000004,76795.30384609023
2008,Maryland,Montgomery County,24031,950624,747106,230140,643060,268021,169541,153466,138231,942002,5150,3472,950624,457935,492689,512901,148896,136494,125323,2107,20020,56769,218717,299154,271167,191501,188802,521549,26760,738782,105308,179861,665455,47996.600000000006,72127.44655147703,51680.060000000005,78580.72655549768
2008,Maryland,Prince George's County,24033,820984,644579,199769,529143,257658,116334,95406,86804,796563,8144,16277,820984,394046,426938,138666,519947,110223,30380,1577,18076,45550,198057,290081,368962,99064,62877,450100,30284,620158,127378,160975,532631,41299.4,47765.57320758464,44648,51051.61496323374
